original r_id,species_index,reaction_index,source,target,directed_stoichiometric_value
ROCARO03,180,498,R498,FURANONE,0.4693
ROCARO03,108,498,R498,DCB2,0.4693
ROCARO04,42,499,VROCP6AROP,R499,-1.0
ROCARO04,122,499,NO3,R499,-1.0
ROCARO04,56,499,R499,NO2,1.0
ROCARO04,187,499,R499,HO2,0.9405
ROCARO04,51,499,R499,BALD,0.0595
ROCARO04,183,499,R499,GLY,0.4702
ROCARO04,106,499,R499,MGLY,0.4702
ROCARO04,180,499,R499,FURANONE,0.4702
ROCARO04,108,499,R499,DCB2,0.4702
ROCARO05,42,500,VROCP6AROP,R500,-1.0
ROCARO05,26,500,MO2,R500,-1.0
ROCARO05,90,500,R500,HCHO,0.68
ROCARO05,187,500,R500,HO2,1.3105
ROCARO05,224,500,R500,MOH,0.32
ROCARO05,51,500,R500,BALD,0.0595
ROCARO05,183,500,R500,GLY,0.4702
ROCARO05,106,500,R500,MGLY,0.4702
ROCARO05,180,500,R500,FURANONE,0.4702
ROCARO05,108,500,R500,DCB2,0.4702
ROCARO06,42,501,VROCP6AROP,R501,-1.0
ROCARO06,30,501,ACO3,R501,-1.0
ROCARO06,26,501,R501,MO2,0.7
ROCARO06,187,501,R501,HO2,0.9405
ROCARO06,177,501,R501,ORA2,0.3
ROCARO06,51,501,R501,BALD,0.0595
ROCARO06,183,501,R501,GLY,0.4702
ROCARO06,106,501,R501,MGLY,0.4702
ROCARO06,180,501,R501,FURANONE,0.4702
ROCARO06,108,501,R501,DCB2,0.4702
ROCARO06,207,501,R501,CO2,0.7
ROCARO11,15,502,VROCP5ARO,R502,-1.0
ROCARO11,182,502,HO,R502,-1.0
ROCARO11,35,502,R502,VROCP5AROP,0.84
ROCARO11,187,502,R502,HO2,0.16
ROCARO11,49,502,R502,VROCP3OXY2,0.16
ROCARO12,35,503,VROCP5AROP,R503,-1.0
ROCARO12,187,503,HO2,R503,-1.0
ROCARO12,49,503,R503,VROCP3OXY2,0.0595
ROCARO12,174,503,R503,VROCP0OXY2,0.9048
ROCARO12,163,503,R503,VROCN2OXY4,0.0357
ROCARO13,35,504,VROCP5AROP,R504,-1.0
ROCARO13,204,504,NO,R504,-1.0
ROCARO13,49,504,R504,VROCP3OXY2,0.0001
ROCARO13,195,504,R504,VROCP1OXY3,0.0018
ROCARO13,163,504,R504,VROCN2OXY4,0.0001
ROCARO13,56,504,R504,NO2,0.998
ROCARO13,187,504,R504,HO2,0.998
ROCARO13,25,504,R504,VROCP4OXY2,0.0594
ROCARO13,183,504,R504,GLY,0.4693
ROCARO13,106,504,R504,MGLY,0.4693
ROCARO13,180,504,R504,FURANONE,0.4693
ROCARO13,108,504,R504,DCB2,0.4693
ROCARO14,35,505,VROCP5AROP,R505,-1.0
ROCARO14,122,505,NO3,R505,-1.0
ROCARO14,56,505,R505,NO2,1.0
ROCARO14,187,505,R505,HO2,0.9405
ROCARO14,25,505,R505,VROCP4OXY2,0.0595
ROCARO14,183,505,R505,GLY,0.4702
ROCARO14,106,505,R505,MGLY,0.4702
ROCARO14,180,505,R505,FURANONE,0.4702
ROCARO14,108,505,R505,DCB2,0.4702
ROCARO15,35,506,VROCP5AROP,R506,-1.0
ROCARO15,26,506,MO2,R506,-1.0
ROCARO15,90,506,R506,HCHO,0.68
ROCARO15,187,506,R506,HO2,1.3105
ROCARO15,224,506,R506,MOH,0.32
ROCARO15,25,506,R506,VROCP4OXY2,0.0595
ROCARO15,183,506,R506,GLY,0.4702
ROCARO15,106,506,R506,MGLY,0.4702
ROCARO15,180,506,R506,FURANONE,0.4702
ROCARO15,108,506,R506,DCB2,0.4702
ROCARO16,35,507,VROCP5AROP,R507,-1.0
ROCARO16,30,507,ACO3,R507,-1.0
ROCARO16,26,507,R507,MO2,0.7
ROCARO16,187,507,R507,HO2,0.9405
ROCARO16,177,507,R507,ORA2,0.3
ROCARO16,25,507,R507,VROCP4OXY2,0.0595
ROCARO16,183,507,R507,GLY,0.4702
ROCARO16,106,507,R507,MGLY,0.4702
ROCARO16,180,507,R507,FURANONE,0.4702
ROCARO16,108,507,R507,DCB2,0.4702
ROCARO16,207,507,R507,CO2,0.7
ROCARO21,137,508,NAPH,R508,-1.0
ROCARO21,182,508,HO,R508,-1.0
ROCARO21,144,508,R508,NAPHP,0.84
ROCARO21,187,508,R508,HO2,0.16
ROCARO21,49,508,R508,VROCP3OXY2,0.16
ROCARO22,144,509,NAPHP,R509,-1.0
ROCARO22,187,509,HO2,R509,-1.0
ROCARO22,49,509,R509,VROCP3OXY2,0.0595
ROCARO22,195,509,R509,VROCP1OXY3,0.9048
ROCARO22,211,509,R509,VROCN2OXY8,0.0357
ROCARO23,144,510,NAPHP,R510,-1.0
ROCARO23,204,510,NO,R510,-1.0
ROCARO23,25,510,R510,VROCP4OXY2,0.0595
ROCARO23,100,510,R510,VROCP2OXY2,0.0018
ROCARO23,211,510,R510,VROCN2OXY8,0.0001
ROCARO23,56,510,R510,NO2,0.998
ROCARO23,187,510,R510,HO2,0.998
ROCARO23,183,510,R510,GLY,0.4693
ROCARO23,106,510,R510,MGLY,0.4693
ROCARO23,180,510,R510,FURANONE,0.4693
ROCARO23,108,510,R510,DCB2,0.4693
ROCARO24,144,511,NAPHP,R511,-1.0
ROCARO24,122,511,NO3,R511,-1.0
ROCARO24,56,511,R511,NO2,1.0
ROCARO24,187,511,R511,HO2,0.9405
ROCARO24,25,511,R511,VROCP4OXY2,0.0595
ROCARO24,183,511,R511,GLY,0.4702
ROCARO24,106,511,R511,MGLY,0.4702
ROCARO24,180,511,R511,FURANONE,0.4702
ROCARO24,108,511,R511,DCB2,0.4702
ROCARO25,144,512,NAPHP,R512,-1.0
ROCARO25,26,512,MO2,R512,-1.0
ROCARO25,90,512,R512,HCHO,0.68
ROCARO25,187,512,R512,HO2,1.3105
ROCARO25,224,512,R512,MOH,0.32
ROCARO25,25,512,R512,VROCP4OXY2,0.0595
ROCARO25,183,512,R512,GLY,0.4702
ROCARO25,106,512,R512,MGLY,0.4702
ROCARO25,180,512,R512,FURANONE,0.4702
ROCARO25,108,512,R512,DCB2,0.4702
ROCARO26,144,513,NAPHP,R513,-1.0
ROCARO26,30,513,ACO3,R513,-1.0
ROCARO26,26,513,R513,MO2,0.7
ROCARO26,187,513,R513,HO2,0.9405
ROCARO26,177,513,R513,ORA2,0.3
ROCARO26,25,513,R513,VROCP4OXY2,0.0595
ROCARO26,183,513,R513,GLY,0.4702
ROCARO26,106,513,R513,MGLY,0.4702
ROCARO26,180,513,R513,FURANONE,0.4702
ROCARO26,108,513,R513,DCB2,0.4702
ROCARO26,207,513,R513,CO2,0.7
ROCOXY1c,211,514,VROCN2OXY8,R514,-1.0
ROCOXY1c,182,514,HO,R514,-1.0
ROCOXY1c,211,514,R514,VROCN2OXY8,0.0854
ROCOXY1c,94,514,R514,MEK,0.2581
ROCOXY1c,188,514,R514,KET,0.2581
ROCOXY1c,90,514,R514,HCHO,0.2581
ROCOXY1c,186,514,R514,ACD,0.1291
ROCOXY1c,190,514,R514,ALD,0.2581
ROCOXY1c,26,514,R514,MO2,0.2581
ROCOXY1c,32,514,R514,ETHP,0.2581
ROCOXY1c,116,514,R514,HC3P,0.2581
ROCOXY1c,202,514,R514,MEKP,0.2581
ROCOXY2c,163,515,VROCN2OXY4,R515,-1.0
ROCOXY2c,182,515,HO,R515,-1.0
ROCOXY2c,211,515,R515,VROCN2OXY8,0.8083
ROCOXY2c,163,515,R515,VROCN2OXY4,0.313
ROCOXY2c,78,515,R515,VROCN1OXY6,0.0016
ROCOXY2c,94,515,R515,MEK,0.0794
ROCOXY2c,188,515,R515,KET,0.0794
ROCOXY2c,90,515,R515,HCHO,0.0794
ROCOXY2c,186,515,R515,ACD,0.0397
ROCOXY2c,190,515,R515,ALD,0.0794
ROCOXY2c,26,515,R515,MO2,0.0794
ROCOXY2c,32,515,R515,ETHP,0.0794
ROCOXY2c,116,515,R515,HC3P,0.0794
ROCOXY2c,202,515,R515,MEKP,0.0794
ROCOXY2c,148,515,R515,KETP,0.0794
ROCOXY3c,95,516,VROCN2OXY2,R516,-1.0
ROCOXY3c,182,516,HO,R516,-1.0
ROCOXY3c,211,516,R516,VROCN2OXY8,0.1156
ROCOXY3c,163,516,R516,VROCN2OXY4,0.6895
ROCOXY3c,95,516,R516,VROCN2OXY2,0.2642
ROCOXY3c,78,516,R516,VROCN1OXY6,0.0663
ROCOXY3c,220,516,R516,VROCN1OXY3,0.0635
ROCOXY3c,134,516,R516,VROCP0OXY4,0.095
ROCOXY3c,142,516,R516,VOP3,0.0332
ROCOXY3c,94,516,R516,MEK,0.039
ROCOXY3c,188,516,R516,KET,0.039
ROCOXY3c,90,516,R516,HCHO,0.039
ROCOXY3c,186,516,R516,ACD,0.0195
ROCOXY3c,190,516,R516,ALD,0.039
ROCOXY3c,26,516,R516,MO2,0.039
ROCOXY3c,32,516,R516,ETHP,0.039
ROCOXY3c,116,516,R516,HC3P,0.039
ROCOXY3c,202,516,R516,MEKP,0.039
ROCOXY3c,148,516,R516,KETP,0.039
ROCOXY4c,78,517,VROCN1OXY6,R517,-1.0
ROCOXY4c,182,517,HO,R517,-1.0
ROCOXY4c,211,517,R517,VROCN2OXY8,0.2036
ROCOXY4c,163,517,R517,VROCN2OXY4,0.0071
ROCOXY4c,142,517,R517,VOP3,0.1446
ROCOXY4c,94,517,R517,MEK,0.184
ROCOXY4c,188,517,R517,KET,0.184
ROCOXY4c,90,517,R517,HCHO,0.184
ROCOXY4c,186,517,R517,ACD,0.092
ROCOXY4c,190,517,R517,ALD,0.184
ROCOXY4c,26,517,R517,MO2,0.184
ROCOXY4c,32,517,R517,ETHP,0.184
ROCOXY4c,116,517,R517,HC3P,0.184
ROCOXY4c,202,517,R517,MEKP,0.184
ROCOXY4c,148,517,R517,KETP,0.184
ROCOXY5c,220,518,VROCN1OXY3,R518,-1.0
ROCOXY5c,182,518,HO,R518,-1.0
ROCOXY5c,211,518,R518,VROCN2OXY8,0.3609
ROCOXY5c,163,518,R518,VROCN2OXY4,0.52
ROCOXY5c,95,518,R518,VROCN2OXY2,0.0088
ROCOXY5c,78,518,R518,VROCN1OXY6,0.1452
ROCOXY5c,220,518,R518,VROCN1OXY3,0.042
ROCOXY5c,134,518,R518,VROCP0OXY4,0.0524
ROCOXY5c,94,518,R518,MEK,0.0646
ROCOXY5c,188,518,R518,KET,0.0646
ROCOXY5c,90,518,R518,HCHO,0.0646
ROCOXY5c,186,518,R518,ACD,0.0323
ROCOXY5c,190,518,R518,ALD,0.0646
ROCOXY5c,26,518,R518,MO2,0.0646
ROCOXY5c,32,518,R518,ETHP,0.0646
ROCOXY5c,116,518,R518,HC3P,0.0646
ROCOXY5c,202,518,R518,MEKP,0.0646
ROCOXY5c,148,518,R518,KETP,0.0646
ROCOXY6c,213,519,VROCN1OXY1,R519,-1.0
ROCOXY6c,182,519,HO,R519,-1.0
ROCOXY6c,211,519,R519,VROCN2OXY8,0.0074
ROCOXY6c,163,519,R519,VROCN2OXY4,0.119
ROCOXY6c,95,519,R519,VROCN2OXY2,0.7673
ROCOXY6c,78,519,R519,VROCN1OXY6,0.0132
ROCOXY6c,220,519,R519,VROCN1OXY3,0.0614
ROCOXY6c,213,519,R519,VROCN1OXY1,0.0305
ROCOXY6c,134,519,R519,VROCP0OXY4,0.0367
ROCOXY6c,174,519,R519,VROCP0OXY2,0.0605
ROCOXY6c,195,519,R519,VROCP1OXY3,0.0488
ROCOXY6c,175,519,R519,VROCP1OXY1,0.0202
ROCOXY6c,100,519,R519,VROCP2OXY2,0.0584
ROCOXY6c,49,519,R519,VROCP3OXY2,0.0375
ROCOXY6c,25,519,R519,VROCP4OXY2,0.0074
ROCOXY6c,142,519,R519,VOP3,0.0179
ROCOXY6c,124,519,R519,OP2,0.0258
ROCOXY6c,94,519,R519,MEK,0.0244
ROCOXY6c,188,519,R519,KET,0.0244
ROCOXY6c,90,519,R519,HCHO,0.0244
ROCOXY6c,186,519,R519,ACD,0.0122
ROCOXY6c,190,519,R519,ALD,0.0244
ROCOXY6c,26,519,R519,MO2,0.0244
ROCOXY6c,32,519,R519,ETHP,0.0244
ROCOXY6c,116,519,R519,HC3P,0.0244
ROCOXY6c,202,519,R519,MEKP,0.0244
ROCOXY6c,148,519,R519,KETP,0.0244
ROCOXY7c,134,520,VROCP0OXY4,R520,-1.0
ROCOXY7c,182,520,HO,R520,-1.0
ROCOXY7c,211,520,R520,VROCN2OXY8,0.3695
ROCOXY7c,163,520,R520,VROCN2OXY4,0.1291
ROCOXY7c,78,520,R520,VROCN1OXY6,0.1547
ROCOXY7c,220,520,R520,VROCN1OXY3,0.0822
ROCOXY7c,134,520,R520,VROCP0OXY4,0.04
ROCOXY7c,94,520,R520,MEK,0.1068
ROCOXY7c,188,520,R520,KET,0.1068
ROCOXY7c,90,520,R520,HCHO,0.1068
ROCOXY7c,186,520,R520,ACD,0.0534
ROCOXY7c,190,520,R520,ALD,0.1068
ROCOXY7c,26,520,R520,MO2,0.1068
ROCOXY7c,32,520,R520,ETHP,0.1068
ROCOXY7c,116,520,R520,HC3P,0.1068
ROCOXY7c,202,520,R520,MEKP,0.1068
ROCOXY7c,148,520,R520,KETP,0.1068
ROCOXY8c,174,521,VROCP0OXY2,R521,-1.0
ROCOXY8c,182,521,HO,R521,-1.0
ROCOXY8c,211,521,R521,VROCN2OXY8,0.0738
ROCOXY8c,163,521,R521,VROCN2OXY4,0.4667
ROCOXY8c,95,521,R521,VROCN2OXY2,0.1222
ROCOXY8c,78,521,R521,VROCN1OXY6,0.0453
ROCOXY8c,220,521,R521,VROCN1OXY3,0.1516
ROCOXY8c,213,521,R521,VROCN1OXY1,0.005
ROCOXY8c,134,521,R521,VROCP0OXY4,0.1332
ROCOXY8c,174,521,R521,VROCP0OXY2,0.0104
ROCOXY8c,195,521,R521,VROCP1OXY3,0.0321
ROCOXY8c,175,521,R521,VROCP1OXY1,0.014
ROCOXY8c,100,521,R521,VROCP2OXY2,0.024
ROCOXY8c,142,521,R521,VOP3,0.0595
ROCOXY8c,94,521,R521,MEK,0.0445
ROCOXY8c,188,521,R521,KET,0.0445
ROCOXY8c,90,521,R521,HCHO,0.0445
ROCOXY8c,186,521,R521,ACD,0.0222
ROCOXY8c,190,521,R521,ALD,0.0445
ROCOXY8c,26,521,R521,MO2,0.0445
ROCOXY8c,32,521,R521,ETHP,0.0445
ROCOXY8c,116,521,R521,HC3P,0.0445
ROCOXY8c,202,521,R521,MEKP,0.0445
ROCOXY8c,148,521,R521,KETP,0.0445
ROCOXY9c,195,522,VROCP1OXY3,R522,-1.0
ROCOXY9c,182,522,HO,R522,-1.0
ROCOXY9c,211,522,R522,VROCN2OXY8,0.1962
ROCOXY9c,163,522,R522,VROCN2OXY4,0.1947
ROCOXY9c,95,522,R522,VROCN2OXY2,0.0004
ROCOXY9c,78,522,R522,VROCN1OXY6,0.1076
ROCOXY9c,220,522,R522,VROCN1OXY3,0.0568
ROCOXY9c,134,522,R522,VROCP0OXY4,0.2122
ROCOXY9c,174,522,R522,VROCP0OXY2,0.0007
ROCOXY9c,142,522,R522,VOP3,0.1369
ROCOXY9c,94,522,R522,MEK,0.0818
ROCOXY9c,188,522,R522,KET,0.0818
ROCOXY9c,90,522,R522,HCHO,0.0818
ROCOXY9c,186,522,R522,ACD,0.0409
ROCOXY9c,190,522,R522,ALD,0.0818
ROCOXY9c,26,522,R522,MO2,0.0818
ROCOXY9c,32,522,R522,ETHP,0.0818
ROCOXY9c,116,522,R522,HC3P,0.0818
ROCOXY9c,202,522,R522,MEKP,0.0818
ROCOXY9c,148,522,R522,KETP,0.0818
ROCOXY10c,175,523,VROCP1OXY1,R523,-1.0
ROCOXY10c,182,523,HO,R523,-1.0
ROCOXY10c,211,523,R523,VROCN2OXY8,0.0023
ROCOXY10c,163,523,R523,VROCN2OXY4,0.134
ROCOXY10c,95,523,R523,VROCN2OXY2,0.3349
ROCOXY10c,78,523,R523,VROCN1OXY6,0.0082
ROCOXY10c,220,523,R523,VROCN1OXY3,0.1202
ROCOXY10c,213,523,R523,VROCN1OXY1,0.0761
ROCOXY10c,134,523,R523,VROCP0OXY4,0.0325
ROCOXY10c,174,523,R523,VROCP0OXY2,0.1267
ROCOXY10c,195,523,R523,VROCP1OXY3,0.0647
ROCOXY10c,175,523,R523,VROCP1OXY1,0.0364
ROCOXY10c,100,523,R523,VROCP2OXY2,0.089
ROCOXY10c,49,523,R523,VROCP3OXY2,0.0646
ROCOXY10c,25,523,R523,VROCP4OXY2,0.0448
ROCOXY10c,142,523,R523,VOP3,0.0087
ROCOXY10c,124,523,R523,OP2,0.0103
ROCOXY10c,94,523,R523,MEK,0.0297
ROCOXY10c,188,523,R523,KET,0.0297
ROCOXY10c,90,523,R523,HCHO,0.0297
ROCOXY10c,186,523,R523,ACD,0.0149
ROCOXY10c,190,523,R523,ALD,0.0297
ROCOXY10c,26,523,R523,MO2,0.0297
ROCOXY10c,32,523,R523,ETHP,0.0297
ROCOXY10c,116,523,R523,HC3P,0.0297
ROCOXY10c,202,523,R523,MEKP,0.0297
ROCOXY10c,148,523,R523,KETP,0.0297
ROCOXY11c,100,524,VROCP2OXY2,R524,-1.0
ROCOXY11c,182,524,HO,R524,-1.0
ROCOXY11c,211,524,R524,VROCN2OXY8,0.0479
ROCOXY11c,163,524,R524,VROCN2OXY4,0.1746
ROCOXY11c,95,524,R524,VROCN2OXY2,0.0104
ROCOXY11c,78,524,R524,VROCN1OXY6,0.055
ROCOXY11c,220,524,R524,VROCN1OXY3,0.1118
ROCOXY11c,213,524,R524,VROCN1OXY1,0.0013
ROCOXY11c,134,524,R524,VROCP0OXY4,0.148
ROCOXY11c,174,524,R524,VROCP0OXY2,0.0417
ROCOXY11c,195,524,R524,VROCP1OXY3,0.1181
ROCOXY11c,175,524,R524,VROCP1OXY1,0.0218
ROCOXY11c,100,524,R524,VROCP2OXY2,0.1195
ROCOXY11c,49,524,R524,VROCP3OXY2,0.0207
ROCOXY11c,142,524,R524,VOP3,0.0294
ROCOXY11c,124,524,R524,OP2,0.0453
ROCOXY11c,94,524,R524,MEK,0.0628
ROCOXY11c,188,524,R524,KET,0.0628
ROCOXY11c,90,524,R524,HCHO,0.0628
ROCOXY11c,186,524,R524,ACD,0.0314
ROCOXY11c,190,524,R524,ALD,0.0628
ROCOXY11c,26,524,R524,MO2,0.0628
ROCOXY11c,32,524,R524,ETHP,0.0628
ROCOXY11c,116,524,R524,HC3P,0.0628
ROCOXY11c,202,524,R524,MEKP,0.0628
ROCOXY11c,148,524,R524,KETP,0.0628
ROCOXY12c,49,525,VROCP3OXY2,R525,-1.0
ROCOXY12c,182,525,HO,R525,-1.0
ROCOXY12c,211,525,R525,VROCN2OXY8,0.0324
ROCOXY12c,163,525,R525,VROCN2OXY4,0.0769
ROCOXY12c,95,525,R525,VROCN2OXY2,0.0009
ROCOXY12c,78,525,R525,VROCN1OXY6,0.0621
ROCOXY12c,220,525,R525,VROCN1OXY3,0.0489
ROCOXY12c,134,525,R525,VROCP0OXY4,0.155
ROCOXY12c,174,525,R525,VROCP0OXY2,0.0155
ROCOXY12c,195,525,R525,VROCP1OXY3,0.1117
ROCOXY12c,175,525,R525,VROCP1OXY1,0.0113
ROCOXY12c,100,525,R525,VROCP2OXY2,0.1465
ROCOXY12c,49,525,R525,VROCP3OXY2,0.0871
ROCOXY12c,25,525,R525,VROCP4OXY2,0.004
ROCOXY12c,142,525,R525,VOP3,0.0569
ROCOXY12c,124,525,R525,OP2,0.0472
ROCOXY12c,94,525,R525,MEK,0.0698
ROCOXY12c,188,525,R525,KET,0.0698
ROCOXY12c,90,525,R525,HCHO,0.0698
ROCOXY12c,186,525,R525,ACD,0.0349
ROCOXY12c,190,525,R525,ALD,0.0698
ROCOXY12c,26,525,R525,MO2,0.0698
ROCOXY12c,32,525,R525,ETHP,0.0698
ROCOXY12c,116,525,R525,HC3P,0.0698
ROCOXY12c,202,525,R525,MEKP,0.0698
ROCOXY12c,148,525,R525,KETP,0.0698
ROCOXY13c,25,526,VROCP4OXY2,R526,-1.0
ROCOXY13c,182,526,HO,R526,-1.0
ROCOXY13c,211,526,R526,VROCN2OXY8,0.0117
ROCOXY13c,163,526,R526,VROCN2OXY4,0.0167
ROCOXY13c,78,526,R526,VROCN1OXY6,0.0504
ROCOXY13c,220,526,R526,VROCN1OXY3,0.0276
ROCOXY13c,134,526,R526,VROCP0OXY4,0.092
ROCOXY13c,195,526,R526,VROCP1OXY3,0.0788
ROCOXY13c,175,526,R526,VROCP1OXY1,0.0108
ROCOXY13c,100,526,R526,VROCP2OXY2,0.1227
ROCOXY13c,49,526,R526,VROCP3OXY2,0.1501
ROCOXY13c,25,526,R526,VROCP4OXY2,0.0466
ROCOXY13c,142,526,R526,VOP3,0.0785
ROCOXY13c,124,526,R526,OP2,0.0399
ROCOXY13c,94,526,R526,MEK,0.0786
ROCOXY13c,188,526,R526,KET,0.0786
ROCOXY13c,90,526,R526,HCHO,0.0786
ROCOXY13c,186,526,R526,ACD,0.0393
ROCOXY13c,190,526,R526,ALD,0.0786
ROCOXY13c,26,526,R526,MO2,0.0786
ROCOXY13c,32,526,R526,ETHP,0.0786
ROCOXY13c,116,526,R526,HC3P,0.0786
ROCOXY13c,202,526,R526,MEKP,0.0786
ROCOXY13c,148,526,R526,KETP,0.0786
ROCOXY14c,87,527,VROCP5OXY1,R527,-1.0
ROCOXY14c,182,527,HO,R527,-1.0
ROCOXY14c,163,527,R527,VROCN2OXY4,0.0103
ROCOXY14c,95,527,R527,VROCN2OXY2,0.0006
ROCOXY14c,78,527,R527,VROCN1OXY6,0.009
ROCOXY14c,220,527,R527,VROCN1OXY3,0.0146
ROCOXY14c,134,527,R527,VROCP0OXY4,0.0702
ROCOXY14c,174,527,R527,VROCP0OXY2,0.0153
ROCOXY14c,195,527,R527,VROCP1OXY3,0.1017
ROCOXY14c,175,527,R527,VROCP1OXY1,0.0047
ROCOXY14c,100,527,R527,VROCP2OXY2,0.1658
ROCOXY14c,49,527,R527,VROCP3OXY2,0.1757
ROCOXY14c,25,527,R527,VROCP4OXY2,0.1587
ROCOXY14c,87,527,R527,VROCP5OXY1,0.0573
ROCOXY14c,201,527,R527,VROCP6OXY1,0.0097
ROCOXY14c,142,527,R527,VOP3,0.0253
ROCOXY14c,124,527,R527,OP2,0.0368
ROCOXY14c,94,527,R527,MEK,0.0526
ROCOXY14c,188,527,R527,KET,0.0526
ROCOXY14c,90,527,R527,HCHO,0.0526
ROCOXY14c,186,527,R527,ACD,0.0263
ROCOXY14c,190,527,R527,ALD,0.0526
ROCOXY14c,26,527,R527,MO2,0.0526
ROCOXY14c,32,527,R527,ETHP,0.0526
ROCOXY14c,116,527,R527,HC3P,0.0526
ROCOXY14c,202,527,R527,MEKP,0.0526
ROCOXY14c,149,527,R527,HC5P,0.0531
ROCOXY14c,148,527,R527,KETP,0.0526
ROCOXY15c,201,528,VROCP6OXY1,R528,-1.0
ROCOXY15c,182,528,HO,R528,-1.0
ROCOXY15c,78,528,R528,VROCN1OXY6,0.0061
ROCOXY15c,220,528,R528,VROCN1OXY3,0.0049
ROCOXY15c,134,528,R528,VROCP0OXY4,0.0224
ROCOXY15c,195,528,R528,VROCP1OXY3,0.042
ROCOXY15c,175,528,R528,VROCP1OXY1,0.0033
ROCOXY15c,100,528,R528,VROCP2OXY2,0.0906
ROCOXY15c,49,528,R528,VROCP3OXY2,0.1489
ROCOXY15c,25,528,R528,VROCP4OXY2,0.1742
ROCOXY15c,87,528,R528,VROCP5OXY1,0.1157
ROCOXY15c,201,528,R528,VROCP6OXY1,0.0294
ROCOXY15c,142,528,R528,VOP3,0.0415
ROCOXY15c,124,528,R528,OP2,0.056
ROCOXY15c,94,528,R528,MEK,0.0571
ROCOXY15c,188,528,R528,KET,0.0571
ROCOXY15c,90,528,R528,HCHO,0.0571
ROCOXY15c,186,528,R528,ACD,0.0285
ROCOXY15c,190,528,R528,ALD,0.0571
ROCOXY15c,26,528,R528,MO2,0.0571
ROCOXY15c,32,528,R528,ETHP,0.0571
ROCOXY15c,116,528,R528,HC3P,0.0571
ROCOXY15c,202,528,R528,MEKP,0.0571
ROCOXY15c,149,528,R528,HC5P,0.0497
ROCOXY15c,148,528,R528,KETP,0.0571
ROCOXY16c,142,529,VOP3,R529,-1.0
ROCOXY16c,182,529,HO,R529,-1.0
ROCOXY16c,211,529,R529,VROCN2OXY8,0.1628
ROCOXY16c,163,529,R529,VROCN2OXY4,0.0103
ROCOXY16c,78,529,R529,VROCN1OXY6,0.0585
ROCOXY16c,134,529,R529,VROCP0OXY4,0.0171
ROCOXY16c,142,529,R529,VOP3,0.1299
ROCOXY16c,94,529,R529,MEK,0.1652
ROCOXY16c,188,529,R529,KET,0.1652
ROCOXY16c,90,529,R529,HCHO,0.1652
ROCOXY16c,186,529,R529,ACD,0.0826
ROCOXY16c,190,529,R529,ALD,0.1652
ROCOXY16c,26,529,R529,MO2,0.1652
ROCOXY16c,32,529,R529,ETHP,0.1652
ROCOXY16c,116,529,R529,HC3P,0.1652
ROCOXY16c,202,529,R529,MEKP,0.1652
ROCOXY16c,148,529,R529,KETP,0.1652
R364,210,530,ECH4,R530,-1.0
R364,182,530,HO,R530,-1.0
R364,26,530,R530,MO2,1.0
TRP58,219,531,ATRPNJ,R531,-1.0
TRP58,12,531,R531,AHOMJ,1.0
TRP58,165,531,R531,HNO3,1.0
TRP59,47,532,AHONITJ,R532,-1.0
TRP59,12,532,R532,AHOMJ,1.0
TRP59,165,532,R532,HNO3,1.0
ROCARO71,23,533,STY,R533,-1.0
ROCARO71,182,533,HO,R533,-1.0
ROCARO71,130,533,R533,STYP,1.0
ROCARO71a,23,534,STY,R534,-1.0
ROCARO71a,209,534,O3,R534,-1.0
ROCARO71a,51,534,R534,BALD,0.62
ROCARO71a,90,534,R534,HCHO,0.62
ROCARO71a,97,534,R534,CO,0.56
ROCARO71a,187,534,R534,HO2,0.28
ROCARO71a,182,534,R534,HO,0.36
ROCARO71a,129,534,R534,BAL2,0.28
ROCARO71a,28,534,R534,BEN,0.1
ROCARO71a,207,534,R534,CO2,0.2
ROCARO71b,23,535,STY,R535,-1.0
ROCARO71b,122,535,NO3,R535,-1.0
ROCARO71b,56,535,R535,NO2,1.0
ROCARO71b,130,535,R535,STYP,1.0
ROCARO72,130,536,STYP,R536,-1.0
ROCARO72,187,536,HO2,R536,-1.0
ROCARO72,49,536,R536,VROCP3OXY2,1.0
ROCARO73,130,537,STYP,R537,-1.0
ROCARO73,204,537,NO,R537,-1.0
ROCARO73,56,537,R537,NO2,1.0
ROCARO73,187,537,R537,HO2,1.0
ROCARO73,90,537,R537,HCHO,1.0
ROCARO73,51,537,R537,BALD,1.0
ROCARO74,130,538,STYP,R538,-1.0
ROCARO74,122,538,NO3,R538,-1.0
ROCARO74,56,538,R538,NO2,1.0
ROCARO74,187,538,R538,HO2,1.0
ROCARO74,90,538,R538,HCHO,1.0
ROCARO74,51,538,R538,BALD,1.0
ROCARO75,130,539,STYP,R539,-1.0
ROCARO75,26,539,MO2,R539,-1.0
ROCARO75,187,539,R539,HO2,1.37
ROCARO75,90,539,R539,HCHO,1.68
ROCARO75,51,539,R539,BALD,1.0
ROCARO75,224,539,R539,MOH,0.32
ROCARO76,130,540,STYP,R540,-1.0
ROCARO76,30,540,ACO3,R540,-1.0
ROCARO76,187,540,R540,HO2,1.0
ROCARO76,90,540,R540,HCHO,1.0
ROCARO76,51,540,R540,BALD,1.0
ROCARO76,26,540,R540,MO2,0.7
ROCARO76,177,540,R540,ORA2,0.3
ROCARO76,207,540,R540,CO2,0.7
HET_ANO3I,225,541,ANO3I,R541,-1.0
